Address ,Price ,Pay For A Year ,Meters ,Rooms ,City ,Build Size ,Floor ,Balcony ,Area ,Type 
ההסתדרות 164,"5,400 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""65DC230672310EB78C46F859DFA1A2E6_element_198329"")>",בני ברק,117,3 מתוך 3,0,רמת גן - גבעתיים,דירת גן
סוקולוב 68,"6,950 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""65DC230672310EB78C46F859DFA1A2E6_element_198361"")>",בת ים,250,3 מתוך 17,0,חולון - בת ים,דירה
סומקן 38,"4,300 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""65DC230672310EB78C46F859DFA1A2E6_element_198389"")>",צפת,60,קרקע מתוך 3,1,גליל ועמקים,דירת גן
שרעבי 2,"2,900 ₪",1,5,בני ברק,125,1 מתוך 1,1,רמת גן - גבעתיים,דירה
אריה לובה אליאב 20,"2,300 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""65DC230672310EB78C46F859DFA1A2E6_element_198466"")>",ירושלים,100,2 מתוך 2,0,ירושלים והסביבה,דירה
שדרות בנימין 50,"4,500 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""65DC230672310EB78C46F859DFA1A2E6_element_198493"")>",כוכב יעקב,115,3 מתוך 3,0,ירושלים והסביבה,דירה
האלון 10,"5,500 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""65DC230672310EB78C46F859DFA1A2E6_element_198547"")>",גבעת אלה,0,2 מתוך 2,2,עמק יזרעאל,דו משפחתי
ריינס 41,"5,500 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""65DC230672310EB78C46F859DFA1A2E6_element_198576"")>",קרית גת,90,1 מתוך 2,1,באר שבע והסביבה,דירה
הרי גולן 15,"4,600 ₪",12,3.5,חיפה,100,קרקע מתוך 8,1,חיפה וחוף הכרמל,דירה
שלום עליכם 6,"4,800 ₪",12,3,מנחמיה,42,1 מתוך 1,0,טבריה והסביבה,דירה
שדרות הרב משה שמואל שפירא 1,"5,650 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""65DC230672310EB78C46F859DFA1A2E6_element_198652"")>",פתח תקווה,85,קרקע מתוך 1,0,פתח תקוה והסביבה,דירה
ענבר 16,"4,000 ₪",12,3,ערד,90,4 מתוך 10,2,באר שבע והסביבה,יחידת דיור
שיבולים 44,"4,000 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""65DC230672310EB78C46F859DFA1A2E6_element_198702"")>",שדרות,150,1 מתוך 4,0,באר שבע והסביבה,דירה
"ד""ר בודנהיימר 33","16,000 ₪",0,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""65DC230672310EB78C46F859DFA1A2E6_element_198726"")>",שדרות,50,2 מתוך 6,1,באר שבע והסביבה,דירה
האלון 18,"5,000 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""65DC230672310EB78C46F859DFA1A2E6_element_198758"")>",חיפה,80,3 מתוך 3,1,חיפה וחוף הכרמל,יחידת דיור
הצבעוני 56,"6,500 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""65DC230672310EB78C46F859DFA1A2E6_element_198784"")>",טבריה,0,8 מתוך 9,2,טבריה והסביבה,בית פרטי/קוטג'
הגיא 13,"4,300 ₪",0,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""14FDCA603FBE5AA7AED4F35B8509FF4B_element_198871"")>",באר יעקב,0,1 מתוך 4,1,"ראשל""צ והסביבה",דירה
יחיאל וייסנברג 775,"3,000 ₪",1,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""14FDCA603FBE5AA7AED4F35B8509FF4B_element_198897"")>",מדרך עוז,1096,7 מתוך 12,0,עמק יזרעאל,דירה
שדרות בן מיימון 6,"7,400 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""14FDCA603FBE5AA7AED4F35B8509FF4B_element_198924"")>",חיפה,104,1 מתוך 4,0,חיפה וחוף הכרמל,גג/פנטהאוז
רבי נחמן מאומן 12,"3,400 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""14FDCA603FBE5AA7AED4F35B8509FF4B_element_198952"")>",שדרות,85,קרקע מתוך 3,0,באר שבע והסביבה,דירה
8911 1,"3,000 ₪",12,3,פרדסיה,45,1 מתוך 1,0,מושבים בשרון,דירת גן
אלי סיני 6,"3,400 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""14FDCA603FBE5AA7AED4F35B8509FF4B_element_199010"")>",ירושלים,105,3 מתוך 4,0,ירושלים והסביבה,יחידת דיור
גילדסגיים 7,"9,400 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""14FDCA603FBE5AA7AED4F35B8509FF4B_element_199042"")>",ביתר עילית,110,קרקע מתוך קרקע,0,ירושלים והסביבה,דירה
שדרות הציונות 76,"4,400 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""14FDCA603FBE5AA7AED4F35B8509FF4B_element_199071"")>",חולון,120,4 מתוך 6,0,חולון - בת ים,דירה
תאנה 30,"3,600 ₪",12,1,נתניה,75,1 מתוך 3,0,נתניה והסביבה,דירה
פנחס לבון 1,"4,500 ₪",12,2,באר שבע,0,קרקע מתוך 2,0,באר שבע והסביבה,דירה
יחזקאל 1,"7,000 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""14FDCA603FBE5AA7AED4F35B8509FF4B_element_199143"")>",רמת גן,95,4 מתוך 6,0,רמת גן - גבעתיים,יחידת דיור
הרב עובדיה יוסף 29,"4,500 ₪",0,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""14FDCA603FBE5AA7AED4F35B8509FF4B_element_199171"")>",מעלה אדומים,80,קרקע מתוך קרקע,0,ירושלים והסביבה,דירה
הצוק 1,"4,800 ₪",1,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""14FDCA603FBE5AA7AED4F35B8509FF4B_element_199197"")>",אלישיב,95,2 מתוך 3,0,חדרה וישובי עמק חפר,דירה
כליל החורש 1,"4,800 ₪",12,4.5,אשדוד,80,קרקע מתוך 1,0,אשדוד - אשקלון,דירה
נרקיס 7,"3,000 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""14FDCA603FBE5AA7AED4F35B8509FF4B_element_199249"")>",גבעת שמואל,230,7 מתוך 8,0,בקעת אונו,דירה
מבוא תדהר 8,"7,900 ₪",12,3.5,אילת,300,קרקע מתוך קרקע,1,אילת והערבה,בית פרטי/קוטג'
טניס 5,"7,500 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""14FDCA603FBE5AA7AED4F35B8509FF4B_element_199301"")>",נופית,80,4 מתוך 5,2,עמק יזרעאל,גג/פנטהאוז
הפרדס הראשון 1,"7,000 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""14FDCA603FBE5AA7AED4F35B8509FF4B_element_199327"")>",אשדוד,120,1 מתוך 7,0,אשדוד - אשקלון,דירה
הרב צבאן 12,"2,500 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""14FDCA603FBE5AA7AED4F35B8509FF4B_element_199355"")>",עומר,120,5 מתוך 6,0,באר שבע והסביבה,דירה
שתולים 57,"7,200 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""14FDCA603FBE5AA7AED4F35B8509FF4B_element_199381"")>",רחובות,0,1 מתוך 3,0,נס ציונה - רחובות,דירה
קדמת צבי 1,"4,000 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""14FDCA603FBE5AA7AED4F35B8509FF4B_element_199406"")>",תל אביב יפו,85,1 מתוך 1,0,תל אביב,יחידת דיור
אורי צבי גרינברג 5,"5,400 ₪",12,4.5,הרצליה,200,1 מתוך 2,2,רמת השרון - הרצליה,דירה
אריה אלטמן 22,"2,400 ₪",12,3,פוריה נווה עובד,105,1 מתוך 4,2,טבריה והסביבה,יחידת דיור
דולב 1,"5,200 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""14FDCA603FBE5AA7AED4F35B8509FF4B_element_199486"")>",קרית מוצקין,152,1 מתוך 2,0,קריות,דירה
משעול ברל כצנלסון 6,"2,850 ₪",0,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""14FDCA603FBE5AA7AED4F35B8509FF4B_element_199534"")>",חולון,120,1 מתוך 2,0,חולון - בת ים,דירה
אריה בראון 1,"7,700 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""14FDCA603FBE5AA7AED4F35B8509FF4B_element_199558"")>",אשקלון,112,1 מתוך 3,0,אשדוד - אשקלון,דירה
"סמטת אז""ר","5,400 ₪",0,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""14FDCA603FBE5AA7AED4F35B8509FF4B_element_199582"")>",קרית אתא,53,1 מתוך 5,0,קריות,דירה
הרב סיבהי 11,"5,000 ₪",12,4,נהריה,150,2 מתוך 2,0,עכו - נהריה,דירה
האלה 17,200 ₪,12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""14FDCA603FBE5AA7AED4F35B8509FF4B_element_199656"")>",ראשון לציון,160,1 מתוך 8,1,"ראשל""צ והסביבה",סאבלט
יהודה הלוי 34,"3,200 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""14FDCA603FBE5AA7AED4F35B8509FF4B_element_199686"")>",חיפה,115,7 מתוך 8,0,חיפה וחוף הכרמל,דירת גן
הרב סיבהי 11,"5,000 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""14FDCA603FBE5AA7AED4F35B8509FF4B_element_199712"")>",רמת גן,68,3 מתוך 8,1,רמת גן - גבעתיים,דירה
האלה 17,200 ₪,12,1,אשדוד,75,2 מתוך 3,0,אשדוד - אשקלון,סאבלט
יהודה הלוי 34,"3,200 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""14FDCA603FBE5AA7AED4F35B8509FF4B_element_199767"")>",ירושלים,65,3 מתוך 4,0,ירושלים והסביבה,דירת גן
אחד העם 31,"2,200 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""14FDCA603FBE5AA7AED4F35B8509FF4B_element_199793"")>",צפת,95,1 מתוך 1,0,גליל ועמקים,יחידת דיור
לוי אשכול 7,"2,700 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""14FDCA603FBE5AA7AED4F35B8509FF4B_element_199820"")>",ירושלים,104,1 מתוך 1,1,ירושלים והסביבה,יחידת דיור
השר שפירא 7,"3,250 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""14FDCA603FBE5AA7AED4F35B8509FF4B_element_199854"")>",קרית שמונה,130,2 מתוך 4,0,גליל ועמקים,דירה
יוכבד 9,"4,800 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""14FDCA603FBE5AA7AED4F35B8509FF4B_element_199880"")>",אשקלון,75,1 מתוך 3,1,אשדוד - אשקלון,דירה
יוסף אהרונוביץ' 43,0,12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""14FDCA603FBE5AA7AED4F35B8509FF4B_element_199910"")>",כפר יונה,122,קרקע מתוך קרקע,0,נתניה והסביבה,דירה
שדרות אליהו גולומב 33,"2,750 ₪",0,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""14FDCA603FBE5AA7AED4F35B8509FF4B_element_199940"")>",ראשון לציון,105,2 מתוך 6,0,"ראשל""צ והסביבה",דירה
הנגיד 16,"6,000 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""14FDCA603FBE5AA7AED4F35B8509FF4B_element_199968"")>",ירושלים,92,1 מתוך 1,0,ירושלים והסביבה,דירה
בן ציון ורמת חן,"3,500 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""14FDCA603FBE5AA7AED4F35B8509FF4B_element_199992"")>",פרדס חנה כרכור,92,1 מתוך 1,0,פרדס חנה - כרכור,דירה
קטורה 19,"2,000 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""14FDCA603FBE5AA7AED4F35B8509FF4B_element_200020"")>",באר שבע,0,קרקע מתוך 2,0,באר שבע והסביבה,יחידת דיור
שדמות דבורה 10,"3,200 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""14FDCA603FBE5AA7AED4F35B8509FF4B_element_200046"")>",תל אביב יפו,115,1 מתוך 7,0,תל אביב,מרתף/פרטר
הראשונים,"12,800 ₪",12,3,עלי זהב,70,1 מתוך 1,0,יישובי השומרון,בית פרטי
דוריף 1,"5,100 ₪",0,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""14FDCA603FBE5AA7AED4F35B8509FF4B_element_200094"")>",ירושלים,110,קרקע מתוך 2,1,ירושלים והסביבה,דירת גן
יצחק בן צבי 18,"2,500 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""14FDCA603FBE5AA7AED4F35B8509FF4B_element_200124"")>",עלי זהב,70,1 מתוך 7,0,יישובי השומרון,בית פרטי/קוטג'
הסביון 4,"5,000 ₪",1,3,בת ים,110,3 מתוך 3,0,חולון - בת ים,דירה
פנחס ספיר 10,"4,200 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""326629CDBFA885DEB51B46612108B207_element_200243"")>",רמת גן,100,3 מתוך 4,0,רמת גן - גבעתיים,דירה
סירקין 17,"7,500 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""326629CDBFA885DEB51B46612108B207_element_200272"")>",קרית אתא,68,קרקע מתוך 2,0,קריות,דירה
עמק איילון 5,"8,650 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""326629CDBFA885DEB51B46612108B207_element_200302"")>",אשדוד,131,5 מתוך 8,1,אשדוד - אשקלון,גג/פנטהאוז
המלך שלמה 23,"3,800 ₪",12,5,תל אביב יפו,300,1 מתוך 2,0,תל אביב,דו משפחתי
פייבל 17,"7,000 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""326629CDBFA885DEB51B46612108B207_element_200360"")>",באר שבע,92,8 מתוך 9,0,באר שבע והסביבה,דירה
"ש""י עגנון 17","4,300 ₪",12,1,ירושלים,86,1 מתוך 3,0,ירושלים והסביבה,גג/פנטהאוז
שיבת ציון 17,"3,300 ₪",12,4,נהריה,78,7 מתוך 8,0,עכו - נהריה,דירה
אפוד 3,"3,400 ₪",12,2,הרצליה,90,4 מתוך 13,1,רמת השרון - הרצליה,יחידת דיור
יוסף אהרונוביץ' 31,"2,800 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""326629CDBFA885DEB51B46612108B207_element_200458"")>",קרית גת,120,1 מתוך 12,0,באר שבע והסביבה,יחידת דיור
הטורים 3,700 ₪,12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""326629CDBFA885DEB51B46612108B207_element_200490"")>",ראשון לציון,35,2 מתוך 5,0,"ראשל""צ והסביבה",מחסן
הגיבורים 54,"5,200 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""326629CDBFA885DEB51B46612108B207_element_200520"")>",קרית שמונה,127,קרקע מתוך 1,1,גליל ועמקים,דירה
חי טייב 876,"3,000 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""326629CDBFA885DEB51B46612108B207_element_200550"")>",חיפה,70,5 מתוך 7,0,חיפה וחוף הכרמל,דירה
תכלת מרדכי 1,"4,500 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""326629CDBFA885DEB51B46612108B207_element_200580"")>",מדרשת בן גוריון,95,2 מתוך 3,0,באר שבע והסביבה,דירה
בוליביה 6,0,12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""326629CDBFA885DEB51B46612108B207_element_200610"")>",קרני שומרון,500,1 מתוך 4,0,יישובי השומרון,בניין מגורים
דרך מצרים 12,"5,000 ₪",1,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""326629CDBFA885DEB51B46612108B207_element_200636"")>",בת ים,340,1 מתוך 1,0,חולון - בת ים,תיירות ונופש
צבעוני 2,"3,500 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""326629CDBFA885DEB51B46612108B207_element_200668"")>",קרית ארבע,220,5 מתוך 5,1,ירושלים והסביבה,יחידת דיור
דרך רזיאל 32,"2,700 ₪",0,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""326629CDBFA885DEB51B46612108B207_element_200696"")>",תל אביב יפו,150,1 מתוך 1,0,תל אביב,דירה
הרב מסעוד אלפסי 1074,"2,200 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""326629CDBFA885DEB51B46612108B207_element_200724"")>",בת ים,125,4 מתוך 8,0,חולון - בת ים,דירה
נחל אשכול 412,"2,000 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""326629CDBFA885DEB51B46612108B207_element_200752"")>",הוד השרון,150,8 מתוך 8,0,הוד השרון והסביבה,יחידת דיור
עוזיהו 6,"4,200 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""326629CDBFA885DEB51B46612108B207_element_200778"")>",אשדוד,220,5 מתוך 9,0,אשדוד - אשקלון,דירה
"ביל""ו 51","19,800 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""326629CDBFA885DEB51B46612108B207_element_200806"")>",ראשון לציון,150,4 מתוך 6,1,"ראשל""צ והסביבה",דירה
הצבר 1,"4,500 ₪",12,5.5,ירושלים,125,1 מתוך 3,0,ירושלים והסביבה,דו משפחתי
הרצל 16,"3,800 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""326629CDBFA885DEB51B46612108B207_element_200864"")>",רמת גן,150,1 מתוך 2,1,רמת גן - גבעתיים,דירה
שמעון בן צבי 47,650 ₪,12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""326629CDBFA885DEB51B46612108B207_element_200886"")>",קרית ים,90,קרקע מתוך 3,0,קריות,חניה
דולב 1,"3,700 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""326629CDBFA885DEB51B46612108B207_element_200914"")>",בית שמש,0,4 מתוך 5,0,בית שמש והסביבה,דירה
מרטין בובר 6,"1,800 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""326629CDBFA885DEB51B46612108B207_element_200942"")>",פתח תקווה,30,קרקע מתוך קרקע,0,פתח תקוה והסביבה,יחידת דיור
המחתרת 11,"4,500 ₪",1,3,תל אביב יפו,0,1 מתוך 14,1,תל אביב,דירה
שדרות קדש 41,"4,200 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""326629CDBFA885DEB51B46612108B207_element_200991"")>",תל אביב יפו,142,5 מתוך 10,0,תל אביב,דירה
ז'בוטינסקי 27,"3,500 ₪",0,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""326629CDBFA885DEB51B46612108B207_element_201017"")>",לוד,0,2 מתוך 2,2,רמלה - לוד,יחידת דיור
יצחק שדה 7,"3,300 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""326629CDBFA885DEB51B46612108B207_element_201066"")>",נתיבות,97,4 מתוך 9,1,באר שבע והסביבה,דירה
גורדון 15,"7,900 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""326629CDBFA885DEB51B46612108B207_element_201092"")>",באר שבע,0,15 מתוך 23,1,באר שבע והסביבה,דירה
יצחק שדה 7,"3,300 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""326629CDBFA885DEB51B46612108B207_element_201143"")>",קרית ים,80,1 מתוך 2,0,קריות,דירה
גורדון 15,"7,900 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""326629CDBFA885DEB51B46612108B207_element_201169"")>",באר שבע,0,1 מתוך 3,1,באר שבע והסביבה,דירה
ה' באייר 24,"3,700 ₪",12,5,קרית גת,75,קרקע מתוך 8,2,באר שבע והסביבה,מרתף/פרטר
הרב קוק,"3,800 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""326629CDBFA885DEB51B46612108B207_element_201222"")>",חולון,105,קרקע מתוך 44,0,חולון - בת ים,דירה
בית יוסף 29,"3,400 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""326629CDBFA885DEB51B46612108B207_element_201250"")>",נס ציונה,168,קרקע מתוך קרקע,1,נס ציונה - רחובות,דירה
רבי יהודה הנשיא 63,400 ₪,12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""326629CDBFA885DEB51B46612108B207_element_201278"")>",כפר סבא,0,קרקע מתוך 44,1,רעננה - כפר סבא,מחסן
הנרקיס 2,"3,800 ₪",12,1.5,תל אביב יפו,200,קרקע מתוך קרקע,1,תל אביב,דירה
קיבוץ גלויות 13,"3,300 ₪",0,6,תל אביב יפו,100,13 מתוך 14,2,תל אביב,דירה
אלרואי 31,"8,000 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""326629CDBFA885DEB51B46612108B207_element_201352"")>",טירת כרמל,74,5 מתוך 6,1,חיפה וחוף הכרמל,דירה
עין המערה 1,"4,800 ₪",12,4,בת ים,46,קרקע מתוך קרקע,2,חולון - בת ים,דירת גן
ההסתדרות 10,"2,800 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""326629CDBFA885DEB51B46612108B207_element_201406"")>",אריאל,200,3 מתוך 5,0,יישובי השומרון,דירה
יהודה עמיחי 13,"2,650 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""326629CDBFA885DEB51B46612108B207_element_201434"")>",זכרון יעקב,119,6 מתוך 9,1,זכרון - בנימינה,מרתף/פרטר
יד שלום 13,"7,600 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""326629CDBFA885DEB51B46612108B207_element_201464"")>",רמת גן,90,3 מתוך 4,0,רמת גן - גבעתיים,דירה
תאנה 265,"2,900 ₪",1,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""326629CDBFA885DEB51B46612108B207_element_201492"")>",בת ים,200,קרקע מתוך קרקע,0,חולון - בת ים,סטודיו/לופט
אגוז 34,"6,000 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""5D2C7BFB1D1A90E7DBADBA549AD0EAF6_element_201583"")>",אריאל,80,9 מתוך 22,0,יישובי השומרון,בית פרטי/קוטג'
שרה אהרונסון 7,"5,300 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""5D2C7BFB1D1A90E7DBADBA549AD0EAF6_element_201609"")>",זכרון יעקב,0,1 מתוך 5,0,זכרון - בנימינה,דירה
שדרות הרצל 5,"3,600 ₪",12,1,רמת גן,75,קרקע מתוך קרקע,1,רמת גן - גבעתיים,דירה
הברזל 5,800 ₪,1,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""5D2C7BFB1D1A90E7DBADBA549AD0EAF6_element_201662"")>",חדרה,0,1 מתוך 1,0,חדרה וישובי עמק חפר,חניה
"שדרות הפלמ""ח 8","3,450 ₪",12,2,חיפה,130,6 מתוך 8,1,חיפה וחוף הכרמל,דירה
"אח""י דקר 37","4,300 ₪",12,6,באר שבע,65,5 מתוך 7,0,באר שבע והסביבה,דירה
תמוז 42,"3,000 ₪",12,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""5D2C7BFB1D1A90E7DBADBA549AD0EAF6_element_201742"")>",רמת גן,100,קרקע מתוך קרקע,0,רמת גן - גבעתיים,דירה
גיורא יוספטל 20,"3,600 ₪",12,2,רעננה,74,1 מתוך 3,0,רעננה - כפר סבא,דירה
הברזל 5,"1,200 ₪",0,"<selenium.webdriver.remote.webelement.WebElement (session=""835a70721e7c0a031266290134a3d3c8"", element=""5D2C7BFB1D1A90E7DBADBA549AD0EAF6_element_201794"")>",חיפה,105,3 מתוך 8,0,חיפה וחוף הכרמל,מחסן
סנהדרין 109,"1,500 ₪",12,5,ירושלים,120,2 מתוך 4,1,ירושלים והסביבה,יחידת דיור
